name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
Leitz 39120025 Index File 12 Sections Coloured Chipboard Red,$24.74 ,,With elastic strap for securely holding documents With coloured grip cut-outs for quick retrieval With 12 compartments For A4 format,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,55 ratings,https://www.amazon.com/-/zh/dp/B0007OEJI8/ref=sr_1_84?dib=eyJ2IjoiMSJ9.KWfUZb97qnI0qXMVJCB6ngp0w1U9gVZVdNwlGYaVu9gwsaOp7qciLNB8oioNBjo6ylxn63AFEea-RZ7cHNiBGA.rbrfSPTMw2PWtKe4wTNs1jovF19FmD-UVOWW7FiS0rc&dib_tag=se&qid=1719038948&sr=8-84&srs=24229290011
"Format x 070540 12 FX 25 Vocabulary Book, White",$4.20 ,,,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",Previous slide of product details,,https://www.amazon.com/-/zh/dp/B006JVYN52/ref=sr_1_85?dib=eyJ2IjoiMSJ9.KWfUZb97qnI0qXMVJCB6ngp0w1U9gVZVdNwlGYaVu9gwsaOp7qciLNB8oioNBjo6ylxn63AFEea-RZ7cHNiBGA.rbrfSPTMw2PWtKe4wTNs1jovF19FmD-UVOWW7FiS0rc&dib_tag=se&qid=1719038948&sr=8-85&srs=24229290011
"Leitz Waste Paper Bin, 15L Capacity, 100% Recyclable, Blue Angel Certfied, Recycle Range, Black, 53280095",$17.79 ,,"A modern and contemporary waste paper bin with 15L capacity, can be used with or without bin liners making it perfect for the home, office and school environment Made in Europe from 98 Percent recyclable materials the bin is carbon neutral, has no packaging waste, 100 Percent recyclable and Blue Angel certified, allowing you to improve both your own environment and the planet The Recycle range Waste Paper Bin is eye-catching, with its rigid rim for secure attachment of waste bags, smooth, easy to clean surface and strong and durable glossy finish This robust waste paper bin perfectly complements the other eco-friendly products within the range, and is premium quality which is made to last Contents: 1 x Leitz Recycle Waste Paper Bin, Dimensions (W x H x D): 290 x 324 x 290, Black, 53280095","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,49 ratings,https://www.amazon.com/-/zh/dp/B08KKC5LYH/ref=sr_1_81?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-81&srs=24229290011
Melitta filter bags Natural Brown 1 x 4/40,$9.90 ,,Genuine original Melitta Coffee Filters,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,76 ratings,https://www.amazon.com/-/zh/dp/B0002HOV60/ref=sr_1_82?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-82&srs=24229290011
"Think Women's Mules, Black-Schwarz (SZ/K794-02), 41 EU (7.5 Damen UK)",$89.50 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.1 out of 5 stars,39 ratings,https://www.amazon.com/-/zh/dp/B00J00REXC/ref=sr_1_83?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-83&srs=24229290011
Leitz A4 Card Dividers Grey Pack Of 100,$35.32 ,,A4 lined dividers for you to write your own tab labels and content Extra wide dividers suitable for use with punched pockets Made from 200 g/m coated board (RC) in grey Supplied in a pack of 100,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,44 ratings,https://www.amazon.com/-/zh/dp/B000KTCDZG/ref=sr_1_84?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-84&srs=24229290011
"Kyocera 1102P22US0 Model ECOSYS M4125idn Monochrome A3 MFP Multi-Function Laser Printer (Print/Scan/Copy/Fax), 25 ppm B&W, Resolution 600 x 600 dpi Up To Fine 1200 x 1200 dpi, Duplex, HyPAS Capable","$2,696.12 ",,"Up to 25 Pages Per Minute in Black & White. Easy-to-Use 4.3"" Color Touch Screen Interface. HyPAS Capable to Run Kyocera Business Applications Print Quality up to Fine 1200 dpi. Paper Capacity up to 1,600 SheetsStandard USB Host Interface for On-the-Go Printing and Scanning Apple AirPrint, Google Cloud Print, Mopria and KYOCERA Mobile Print Compatible for Anytime, Anywhere Connectivity Standard Near Field Communication (NFC) for Android and Wi-Fi Direct Provides Added Smart Device Convenience. Easy to Install and Operate Minimal Service Intervention Required. KYOCERA Fleet Services, a Secure Cloud-Based Monitoring System, Optimizes Device Uptime and Reduces Costs","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.8 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B077N44DVN/ref=sr_1_85?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-85&srs=24229290011
Ursus Schulblock LIN25 040750025 A4 lin,$8.41 ,,,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,2 ratings,https://www.amazon.com/-/zh/dp/B006JVX6IC/ref=sr_1_86?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-86&srs=24229290011
Think! Women's Koak_3-000537 Chromfrei Gegerbte Nachhaltige Mule,$70.00 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,3 ratings,https://www.amazon.com/-/zh/dp/B09BFCKXVY/ref=sr_1_87?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-87&srs=24229290011
"Herlitz 5175807 maX. File A5 Portrait, 7.5 cm with Self-Adhesive Spine Label Hard Cardboard High",$10.30 ,,"MaX.file folder, hard cardboard, A5 portrait, 7.5 cm, black. Quality lever filing mechanism with extreme hold, lever with red rubber tip, paper clamp with high clamping force and imprinted red logo. Certificates and accreditations: Blauer Engel, Forest Stewardship Council (FSC), LGA quality certificate. Inner / outer laminate material: Hard cardboard. Design: S80, lever mechanism, includes finger hole.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,"1,119 ratings",https://www.amazon.com/-/zh/dp/B000S5JQHA/ref=sr_1_88?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-88&srs=24229290011
"Ursus Green 608571020 A4 College Writing Pad Squared 80 Sheets, 60 g/mÂ², 5 mm",$9.07 ,,Ruling: 5 mm chequered Size: A4 Grammage: 60 g/mÂ²,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B004HWFZ3Y/ref=sr_1_90?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-90&srs=24229290011
Leitz Alpha 19843015 Suspension Files for Professional Filing Pack of 5 Coloured Card Yellow,$14.93 ,,Quality A4 suspension files for storing documents in a colour coded filing system Strong and durable metal bar Large rigid label holder firmly fixed on the file Thumbhole allows easier handling Available in 4 bright colours for colour coding management system and FSC certified,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,132 ratings,https://www.amazon.com/-/zh/dp/B000KJOMD2/ref=sr_1_91?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-91&srs=24229290011
Trennstreifen Gelb 190g 100er H,$13.22 ,,Pack of 100 Suitable for office use. Two-fold perforation Quality product,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.7 out of 5 stars,"1,894 ratings",https://www.amazon.com/-/zh/dp/B000WKKONQ/ref=sr_1_89?dib=eyJ2IjoiMSJ9.7szXyOV-bVHGa9FMMM4mSMlik0--uq_lJJe8b3UlaXdhCH8OoGkUznp-iNSTEOln56upcn3L6Xu8dBgYTLAKhOP6FQ0WSQexrPZ_ua5jtXl7aHYqwwYmReh_yLgwzD-s6Ke_GIGy-jMMJjOnm59u0IGqjQwnp1kZsuwNZR-7JPQ.YEWYrAs-nfVn6lEqw50iGYQUwN3sNOX3bH_-4Ahq4NM&dib_tag=se&qid=1719038948&sr=8-89&srs=24229290011
"Herlitz 5175807 maX. File A5 Portrait, 7.5 cm with Self-Adhesive Spine Label Hard Cardboard High",$10.30 ,,"MaX.file folder, hard cardboard, A5 portrait, 7.5 cm, black. Quality lever filing mechanism with extreme hold, lever with red rubber tip, paper clamp with high clamping force and imprinted red logo. Certificates and accreditations: Blauer Engel, Forest Stewardship Council (FSC), LGA quality certificate. Inner / outer laminate material: Hard cardboard. Design: S80, lever mechanism, includes finger hole.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,"1,119 ratings",https://www.amazon.com/-/zh/dp/B000S5JQHA/ref=sr_1_97?dib=eyJ2IjoiMSJ9.1YNQDznFwHF8JyHE-mXHkxO6Vm1zDJQRhDJng1BNDt4g9-TE6BsHlwdkytjgzuBwrwP3YEuXNKokTgKQZN5DxQ.atM7GxmHP1rFSvWlDhJQMMdJisg3oU85lzdJ99swnFk&dib_tag=se&qid=1719039040&sr=8-97&srs=24229290011
Trennstreifen Gelb 190g 100er H,$13.22 ,,Pack of 100 Suitable for office use. Two-fold perforation Quality product,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.7 out of 5 stars,"1,894 ratings",https://www.amazon.com/-/zh/dp/B000WKKONQ/ref=sr_1_98?dib=eyJ2IjoiMSJ9.1YNQDznFwHF8JyHE-mXHkxO6Vm1zDJQRhDJng1BNDt4g9-TE6BsHlwdkytjgzuBwrwP3YEuXNKokTgKQZN5DxQ.atM7GxmHP1rFSvWlDhJQMMdJisg3oU85lzdJ99swnFk&dib_tag=se&qid=1719039040&sr=8-98&srs=24229290011
Ursus Green 070640 20 x Books A6 40 Sheets of 80gsm 5 mm Squared White,$3.76 ,,,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",Previous slide of product details,,https://www.amazon.com/-/zh/dp/B077P9D9VT/ref=sr_1_99?dib=eyJ2IjoiMSJ9.1YNQDznFwHF8JyHE-mXHkxO6Vm1zDJQRhDJng1BNDt4g9-TE6BsHlwdkytjgzuBwrwP3YEuXNKokTgKQZN5DxQ.atM7GxmHP1rFSvWlDhJQMMdJisg3oU85lzdJ99swnFk&dib_tag=se&qid=1719039040&sr=8-99&srs=24229290011
"Ursus Green 608571020 A4 College Writing Pad Squared 80 Sheets, 60 g/mÂ², 5 mm",$9.07 ,,Ruling: 5 mm chequered Size: A4 Grammage: 60 g/mÂ²,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B004HWFZ3Y/ref=sr_1_100?dib=eyJ2IjoiMSJ9.1YNQDznFwHF8JyHE-mXHkxO6Vm1zDJQRhDJng1BNDt4g9-TE6BsHlwdkytjgzuBwrwP3YEuXNKokTgKQZN5DxQ.atM7GxmHP1rFSvWlDhJQMMdJisg3oU85lzdJ99swnFk&dib_tag=se&qid=1719039040&sr=8-100&srs=24229290011
Leitz Alpha 19843015 Suspension Files for Professional Filing Pack of 5 Coloured Card Yellow,$14.93 ,,Quality A4 suspension files for storing documents in a colour coded filing system Strong and durable metal bar Large rigid label holder firmly fixed on the file Thumbhole allows easier handling Available in 4 bright colours for colour coding management system and FSC certified,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,132 ratings,https://www.amazon.com/-/zh/dp/B000KJOMD2/ref=sr_1_101?dib=eyJ2IjoiMSJ9.1YNQDznFwHF8JyHE-mXHkxO6Vm1zDJQRhDJng1BNDt4g9-TE6BsHlwdkytjgzuBwrwP3YEuXNKokTgKQZN5DxQ.atM7GxmHP1rFSvWlDhJQMMdJisg3oU85lzdJ99swnFk&dib_tag=se&qid=1719039040&sr=8-101&srs=24229290011
Leitz Alpha 19153000 Suspension File Cardboard Natural Brown Pack of 10,$38.70 ,,Cardboard 250 g/m2 (recycled) Execution of the contents or the most important equipment parts: gap punching on the front and back for adhesive strips. Organisation print present: yes. Description of the special features: on the side. Material: cardboard. Surface mass of paper: 250 g/mÂ². Suitable for paper format: DIN A4 Certificates and approvals: Blauu er Engel. Use voor hangfolder: Alpha,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,104 ratings,https://www.amazon.com/-/zh/dp/B000KT6VWM/ref=sr_1_97?dib=eyJ2IjoiMSJ9.w2pW3dnqnmWqr4AtjCceAdhyYn5Vtlmye0e_lh850KmMdpM_xCA3Ciz8ROypImW22i-wgOuwuu0H1-w6qV4SfEcFP8CDXmSa7HarCvCEujZnbN38ZaRyUmQy306E_1NJ-BBcLSfZg1ec4Mo1QVaMuDCwifTpmYRVlma2XnAN4bs.lQ2OxfHks-ANbpzR0NbZd2zp6aiZY_a3kZaCtF5FkN0&dib_tag=se&qid=1719039040&sr=8-97&srs=24229290011
"HP OfficeJet Pro 9120b All-in-One Printer, Color, W128597155 (All-in-One Printer, Color, Printer for Home and Home Office, Print, Copy, scan, fax, Wireless Two-Sided)",$516.30 ,,HP OfficeJet Pro 9120b All-in-One Printe,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.1 out of 5 stars,,https://www.amazon.com/-/zh/dp/B0CJ37F91W/ref=sr_1_99?dib=eyJ2IjoiMSJ9.w2pW3dnqnmWqr4AtjCceAdhyYn5Vtlmye0e_lh850KmMdpM_xCA3Ciz8ROypImW22i-wgOuwuu0H1-w6qV4SfEcFP8CDXmSa7HarCvCEujZnbN38ZaRyUmQy306E_1NJ-BBcLSfZg1ec4Mo1QVaMuDCwifTpmYRVlma2XnAN4bs.lQ2OxfHks-ANbpzR0NbZd2zp6aiZY_a3kZaCtF5FkN0&dib_tag=se&qid=1719039040&sr=8-99&srs=24229290011
MAUL MAULpro Eco Staple Dispenser Diameter 7.3 x 6 cm Desk Organiser Made of Over 85% Recycled Plastic Desk Accessories with Magnet for Paper Clips includes 15 Clips Blue,$11.42 ,,"Always at hand: the Maul staple dispenser MAULpro convinces as a practical organiser for paper clips and staples. The office accessories come with 15 clips. Sustainable material: the organiser is made from over 85% recycled plastic (post consumer material). The MAULpro Eco series is part of the greener@work range of MAUL. FUNCTIONAL ORGANIZER A strong magnet in the middle of the desk organizer ensures that paper clips always stay in place, so nothing gets lost. Stylish design: the office organiser is made of shatterproof plastic. With a matte surface, the office accessories impress with a modern design and look good on any desk. Made in Germany: the staple dispenser is made in Germany. A wide range of colours and the MAULpro line offer variety in the office and on the table. Box contents: 1x Maul staple dispenser Maul Pro Eco + 15x paper clips. Every Maul product has the experience of a German family business with 110 years of history. We combine sustainability and new technologies with functionality and craftsmanship.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.7 out of 5 stars,8 ratings,https://www.amazon.com/-/zh/dp/B097C3XL7T/ref=sr_1_101?dib=eyJ2IjoiMSJ9.w2pW3dnqnmWqr4AtjCceAdhyYn5Vtlmye0e_lh850KmMdpM_xCA3Ciz8ROypImW22i-wgOuwuu0H1-w6qV4SfEcFP8CDXmSa7HarCvCEujZnbN38ZaRyUmQy306E_1NJ-BBcLSfZg1ec4Mo1QVaMuDCwifTpmYRVlma2XnAN4bs.lQ2OxfHks-ANbpzR0NbZd2zp6aiZY_a3kZaCtF5FkN0&dib_tag=se&qid=1719039040&sr=8-101&srs=24229290011
Registerbuch A5 10mm liniert 96Bl,$29.71 ,,,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",Previous slide of product details,,https://www.amazon.com/-/zh/dp/B000MQG8GM/ref=sr_1_102?dib=eyJ2IjoiMSJ9.w2pW3dnqnmWqr4AtjCceAdhyYn5Vtlmye0e_lh850KmMdpM_xCA3Ciz8ROypImW22i-wgOuwuu0H1-w6qV4SfEcFP8CDXmSa7HarCvCEujZnbN38ZaRyUmQy306E_1NJ-BBcLSfZg1ec4Mo1QVaMuDCwifTpmYRVlma2XnAN4bs.lQ2OxfHks-ANbpzR0NbZd2zp6aiZY_a3kZaCtF5FkN0&dib_tag=se&qid=1719039040&sr=8-102&srs=24229290011
